Z-Disp (V),Z-Load (V),Time (s),Z-Amp (V),Z-Pha (Dg),Z-Excite,X-Disp (V),X-Load (V),Y-Disp (V),Y-Load (V),X-Amp (V),X-Pha (Dg),X-Exc (V),Y-Amp (V),Y-Pha (Dg),Y-Exc (V)
41315.4488873,44.7999144793,7669.545,2.635E-5,128.65,0,41285.6200505,44.9447870255,41286.0825278,44.8467514515,.0003909,-57.95,9237,2.885E-5,78.28,0
41315.44987,44.7996972799,7670.02,1.005E-5,157.89,0,41285.6192226,44.9447870255,41286.0828246,44.8467514515,.000366,-49.4,10247,7.75E-6,-103.59,0
41315.4507516,44.7994798422,7670.49,1.4E-6,-59.38,0,41285.6190434,44.9447870255,41286.0828217,44.8467514515,.000382,-52.51,11657,1.3E-5,-70.63,0
41315.4516608,44.799265027,7670.96,2.005E-5,105.23,0,41285.6180275,44.9447870255,41286.083461,44.8467514515,.0004968,-60.98,12312,1.735E-5,68.23,0
41315.4524582,44.7990461588,7671.44,9.E-6,92.86,0,41285.6176074,44.9447870255,41286.083708,44.8467514515,.0003795,-46.01,13599,1.96E-5,-52.36,0
41315.4534305,44.7988301516,7671.91,1.865E-5,99.71,0,41285.6174165,44.9447870255,41286.0835773,44.8467514515,.0005124,-59.62,14697,1.245E-5,-41.98,0
41315.4542445,44.798612237,7672.38,3.13E-5,153.19,0,41285.6163443,44.9447870255,41286.0842773,44.8467514515,.0004543,-46.56,15320,5.65E-6,-118.04,0
41315.4549599,44.7983974218,7672.855,1.485E-5,119.49,0,41285.6161809,44.9447870255,41286.0839594,44.8467514515,.0003698,-39.95,17069,9.6E-6,24.23,0
41315.4558192,44.798179388,7673.325,4.12E-5,118.68,0,41285.6158498,44.9447870255,41286.0841592,44.8467514515,.000595,-61.37,17732,4.67E-5,114.08,0
41315.4565381,44.7979667187,7673.79,2.145E-5,121.1,0,41285.6151698,44.9447870255,41286.0844362,44.8467514515,.0004457,-44.28,18601,1.635E-5,125.68,0
41315.4573535,44.7977490425,7674.265,1.83E-5,55.66,0,41285.6151573,44.9447870255,41286.0842546,44.8467514515,.0004151,-39.98,20330,2.335E-5,93.55,0
41315.4581189,44.797531724,7674.74,1.845E-5,55.78,0,41285.6146114,44.9447870255,41286.0846869,44.8467514515,.0005429,-51.78,20504,1.515E-5,114.41,0
41315.4588553,44.7973144054,7675.215,3.23E-5,94.61,0,41285.6143365,44.9447870255,41286.0846826,44.8467514515,.0004324,-42.16,22030,1.16E-5,124.44,0
41315.4595732,44.7970973253,7675.69,1.77E-5,106.72,0,41285.6139722,44.9447870255,41286.0849156,44.8467514515,.0006417,-59.7,22281,6.5E-6,-125.77,0
41315.4602985,44.7968884707,7676.155,2.055E-5,83.17,0,41285.6131383,44.9447870255,41286.0850406,44.8467514515,.0004668,-45.16,23190,2.115E-5,98.35,0

41315.4605536,44.7968649864,7676.63,9.75E-6,117.02,0,41285.6131383,44.9447870255,41286.084991,44.8467514515,.0004571,-37.41,24781,1.04E-5,178.21,0
41315.4606038,44.7968649864,7678.615,1.275E-5,170.87,0,41285.613138,44.9447870255,41286.0848749,44.8467514515,1.5E-5,-45,24897,6.05E-6,-134.5,0
41315.4606633,44.7968649864,7680.535,6.75E-6,59.66,0,41285.6132137,44.9447870255,41286.0848459,44.8467514515,1.5E-5,-45,21532,6.85E-6,164.6,0

41315.462757,44.7968649864,7682.51,4.4E-6,126.55,0,41285.6176622,44.9447870255,41286.0730305,44.8467514515,1.5E-5,-45,17652,1.95E-6,102.61,0
41315.4627728,44.7968940735,7682.945,1.75E-5,14.35,0,41285.6176881,44.9447870255,41286.0728981,44.8467514515,1.5E-5,-45,11893,1.46E-5,156.59,0
41315.4622955,44.7971080542,7683.41,1.215E-5,106.06,0,41285.6177023,44.9447870255,41286.0728439,44.8467514515,1.5E-5,-42.41,7529,9.85E-6,76.14,0
41315.4617984,44.7973241806,7683.88,1.34E-5,149.75,0,41285.6176785,44.9447870255,41286.0727873,44.8467514515,1.5E-5,-37.53,4773,1.97E-5,160.19,0
41315.4612437,44.7975393534,7684.355,1.775E-5,-145.04,0,41285.6177278,44.9447870255,41286.0726979,44.8467514515,1.5E-5,-10.97,2961,1.48E-5,-93.48,0
41315.460737,44.7977564335,7684.82,2.33E-5,-83.78,0,41285.6176785,44.9447870255,41286.072663,44.8467514515,1.5E-5,-16.18,1918,1.47E-5,-80.83,0
41315.4602133,44.7979671955,7685.285,2.225E-5,172.97,0,41285.617789,44.9447870255,41286.0725218,44.8467514515,1.5E-5,-27.85,1222,1.6E-5,154.84,0
41315.4596628,44.7981820107,7685.75,1.245E-5,-169.07,0,41285.6177022,44.9447870255,41286.0725623,44.8467514515,7.969E-6,-94.91,848,1.98E-5,-166.12,0
41315.4590933,44.7983950377,7686.215,1.18E-5,-124.39,0,41285.6177754,44.9447870255,41286.0724796,44.8467514515,1.0003E-5,-30.88,495,4.65E-6,-18.78,0
41315.4585005,44.798612237,7686.69,1.09E-5,-76.64,0,41285.6177608,44.9447870255,41286.0723782,44.8467514515,6.119E-6,25.88,381,4.85E-6,123.77,0
41315.4579828,44.7988083363,7687.115,6.55E-6,-40.36,0,41285.6179306,44.9447870255,41286.0722966,44.8467514515,8.4255E-6,174.96,208,7.25E-6,-26.74,0
41315.4574193,44.7990176678,7687.575,4.6E-6,38.22,0,41285.6177995,44.9447870255,41286.0722368,44.8467514515,5.132E-6,-2.19,139,1.005E-5,153.31,0
41315.4567885,44.799233079,7688.045,1.18E-5,158.09,0,41285.6178545,44.9447870255,41286.0721413,44.8467514515,9.8875E-6,-155.16,13,1.575E-5,125.87,0
41315.4562137,44.7994360924,7688.485,7.95E-6,72.53,0,41285.6178468,44.9447870255,41286.0720979,44.8467514515,1.5E-5,132.53,10,1.995E-5,86.42,0
41315.4556198,44.7996288538,7688.91,1.105E-5,32.76,0,41285.6177966,44.9447870255,41286.0719305,44.8467514515,1.5E-5,-19.25,10,1.475E-5,73.29,0

41315.4550253,44.7997951508,7689.335,3.035E-5,-110.49,0,41285.6177954,44.9447870255,41286.0718736,44.8467514515,1.4814E-5,55.1,10,2.26E-5,-100.14,0
41315.4550027,44.7997951508,7691.24,2.745E-5,127.61,0,41285.6178819,44.9447870255,41286.0716139,44.8467514515,9.0385E-6,-51.12,10,2.16E-5,140.77,0
41315.4550774,44.7997951508,7693.16,2.04E-5,-141.57,0,41285.618008,44.9447870255,41286.0714139,44.8467514515,1.5E-5,-22.49,10,5.85E-6,-58.87,0

41315.4551337,44.7997951508,7695.09,1.49E-5,-1.34,0,41285.6179501,44.9447870255,41286.0712463,44.8467514515,4.7775E-6,-57.37,10,1.695E-5,-3.37,0
41315.455098,44.799824357,7695.505,1.165E-5,5.85,0,41285.6178981,44.9447870255,41286.0710497,44.8467514515,9.3325E-6,-77.6,10,8.1E-6,73.29,0
41315.4545811,44.8000160456,7695.925,1.21E-5,-96.87,0,41285.6179518,44.9447870255,41286.0710394,44.8467514515,1.5E-5,-28.84,10,5.55E-6,-137.18,0
41315.4539368,44.8002080917,7696.345,1.81E-5,86.45,0,41285.6183055,44.9447870255,41286.0709685,44.8467514515,1.5E-5,-72.99,10,2.36E-5,69.44,0
41315.4532466,44.8004027605,7696.765,1.17E-5,-162.96,0,41285.6191051,44.9447870255,41286.0710837,44.8467514515,1.5E-5,-38.11,10,1.525E-5,-116.69,0
41315.4525668,44.8005951643,7697.185,1.375E-5,164.2,0,41285.619839,44.9447870255,41286.0713074,44.8467514515,1.5E-5,-74.31,10,2.055E-5,172.33,0
41315.4517697,44.8007897139,7697.61,2.285E-5,118.55,0,41285.6206622,44.9447870255,41286.0715808,44.8467514515,1.5E-5,-45,10,1.925E-5,133.79,0
41315.4509552,44.8009787798,7698.025,2.375E-5,96.94,0,41285.6215587,44.9447870255,41286.0720291,44.8467514515,1.5E-5,-45,10,1.05E-6,21.32,0
41315.4500017,44.8011715412,7698.445,4.05E-6,103.78,0,41285.6223564,44.9447870255,41286.0735536,44.8467514515,1.5E-5,-51.42,10,2.85E-6,-13.44,0
41315.4486823,44.8013646603,7698.865,1.735E-5,77.14,0,41285.6228874,44.9447870255,41286.0774586,44.8467514515,1.5E-5,-45,10,2.625E-5,61.93,0
41315.4469661,44.8015555143,7699.28,7.075E-5,140.18,0,41285.6232185,44.9447870255,41286.0811041,44.8467514515,1.5E-5,-45,10,.00032195,159.97,0
41315.4363353,44.8017466068,7699.7,.000219,143.93,0,41285.6250266,44.9447870255,41286.0845833,44.8467514515,1.5E-5,-45,10,.0003243,150.74,0
41315.4074042,44.801941514,7700.125,.00030395,158.2,0,41285.6279578,44.9447870255,41286.0880861,44.8467514515,1.5E-5,-45,10,.00035725,166.59,0
41315.378241,44.8021359444,7700.55,.0001895,160.36,0,41285.6308429,44.9447870255,41286.0913908,44.8467514515,1.5E-5,-45,10,.0002786,157.5,0
