Z-Disp (V),Z-Load (V),Time (s),Z-Amp (V),Z-Pha (Dg),Z-Excite,X-Disp (V),X-Load (V),Y-Disp (V),Y-Load (V),X-Amp (V),X-Pha (Dg),X-Exc (V),Y-Amp (V),Y-Pha (Dg),Y-Exc (V)
41314.9996478,44.8043665886,7603.78,.00026445,164.94,0,41285.6665472,44.9447870255,41286.1301538,44.8467514515,.0006804,-24.36,1078,.0003782,148.41,0
41315.0027153,44.8043467999,7604.205,.0002426,161.93,0,41285.6662471,44.9447870255,41286.1297859,44.8467514515,.0006974,-10,1037,.0003487,173.83,0
41315.0058231,44.8043274879,7604.615,.00012695,158.71,0,41285.6659343,44.9447870255,41286.1295944,44.8467514515,.0004618,-23.38,1093,.0002807,141.05,0
41315.0088972,44.8043079376,7605.035,.00025495,158.91,0,41285.6655942,44.9447870255,41286.1292509,44.8467514515,.0006962,-27.17,1063,.00042275,145.14,0
41315.0119043,44.8042881489,7605.455,.0001949,172.68,0,41285.6653355,44.9447870255,41286.1287949,44.8467514515,.0006001,-11.48,1049,.00026255,171.3,0
41315.0145984,44.8042685986,7605.87,.00016945,158.9,0,41285.6650137,44.9447870255,41286.1284416,44.8467514515,.0005305,-26.19,1087,.00028125,134.86,0
41315.0176393,44.8042490482,7606.285,.00024005,165.69,0,41285.6647278,44.9447870255,41286.1281918,44.8467514515,.0007232,-21.66,1046,.0002888,168.02,0
41315.0207144,44.8042294979,7606.705,.00018795,170.2,0,41285.6644066,44.9447870255,41286.1278648,44.8467514515,.0005792,-8.43,1049,.00027785,158.12,0
41315.0237756,44.804210186,7607.115,.00019145,155.04,0,41285.6641315,44.9447870255,41286.1274638,44.8467514515,.0005323,-26.61,1089,.00026405,160.81,0
41315.0269096,44.8041908741,7607.525,.0002576,156.66,0,41285.6638573,44.9447870255,41286.1271931,44.8467514515,.0007308,-20.31,1044,.0003242,151.4,0
41315.0299849,44.8041713238,7607.94,.00018075,156.76,0,41285.6634888,44.9447870255,41286.1267555,44.8467514515,.0005038,-7.47,1072,.0002327,151.98,0
41315.0332579,44.804151535,7608.365,.00021705,147.14,0,41285.663185,44.9447870255,41286.1263864,44.8467514515,.0005953,-30.49,1089,.000292,151.57,0
41315.0363478,44.8041322231,7608.775,.0002444,155.57,0,41285.6628864,44.9447870255,41286.1260226,44.8467514515,.0006983,-17.1,1051,.00038315,159.73,0
41315.0394571,44.8041130304,7609.185,.00018535,160.95,0,41285.6626404,44.9447870255,41286.1255873,44.8467514515,.0005059,-13.03,1079,.0002139,168.31,0
41315.0425545,44.8040928841,7609.615,.00023695,152.33,0,41285.6623236,44.9447870255,41286.125282,44.8467514515,.0006381,-27.92,1078,.0003384,138.52,0
41315.0457068,44.8040733337,7610.035,.0002128,170.74,0,41285.6619666,44.9447870255,41286.1251186,44.8467514515,.0006621,-10.77,1046,.00035285,178.13,0
41315.0488033,44.8040540218,7610.44,.00014585,154.02,0,41285.6616678,44.9447870255,41286.1248434,44.8467514515,.0005012,-17.7,1077,.0003005,138.59,0
41315.0518907,44.8040347099,7610.855,.0002272,155.58,0,41285.6614433,44.9447870255,41286.1244321,44.8467514515,.0006886,-27.32,1054,.0003571,160.21,0
41315.0549449,44.8040151596,7611.27,.00018895,169.11,0,41285.6610973,44.9447870255,41286.1240106,44.8467514515,.0006226,-9.42,1042,.0002544,168.66,0
41315.0579884,44.8039960861,7611.68,.00016985,137.32,0,41285.660806,44.9447870255,41286.1236555,44.8467514515,.0005002,-22.81,1084,.0004048,158.15,0
41315.0611021,44.8039767742,7612.09,.00025315,161.22,0,41285.6604703,44.9447870255,41286.1233284,44.8467514515,.0006929,-23.32,1055,.000349,147.52,0
41315.0643224,44.8039569855,7612.515,.00015655,149.03,0,41285.6601547,44.9447870255,41286.1230002,44.8467514515,.0005903,-8.99,1047,.00031545,165.36,0
41315.0682814,44.8039371967,7612.935,.0001945,154.69,0,41285.6597653,44.9447870255,41286.1225496,44.8467514515,.0005347,-24.03,1085,.00031755,164.62,0
41315.0715431,44.8039178848,7613.345,.0002145,165.99,0,41285.6594331,44.9447870255,41286.1223203,44.8467514515,.0007153,-22.23,1041,.0004085,152.18,0
41315.074729,44.8038985729,7613.755,.00013375,163.73,0,41285.659115,44.9447870255,41286.121981,44.8467514515,.000525,-8.26,1054,.00023555,170.85,0
41315.0778534,44.8038787842,7614.175,.0001908,152.05,0,41285.658806,44.9447870255,41286.1217513,44.8467514515,.0005436,-28.52,1086,.0002899,136.07,0
41315.080963,44.8038592339,7614.59,.0001989,160.21,0,41285.6585341,44.9447870255,41286.1213158,44.8467514515,.0007013,-18.39,1048,.00043065,159.83,0
41315.0840263,44.8038401604,7615.005,.0001617,170.56,0,41285.6582225,44.9447870255,41286.1209799,44.8467514515,.0005169,-13.46,1069,.0002103,156.27,0
41315.0872096,44.8038204908,7615.42,.0002063,149.99,0,41285.657921,44.9447870255,41286.1204301,44.8467514515,.0005715,-29.75,1090,.0003768,152.17,0
41315.0902339,44.8038012981,7615.825,.0002826,169.04,0,41285.6576158,44.9447870255,41286.1202211,44.8467514515,.0006931,-15.1,1047,.000284,151.41,0
41315.0932452,44.8037822247,7616.235,.0001761,158.37,0,41285.6573053,44.9447870255,41286.1200504,44.8467514515,.0005163,-14.36,1075,.00031915,150.21,0
41315.0963832,44.8037626743,7616.65,.00021805,138.91,0,41285.6569705,44.9447870255,41286.1196561,44.8467514515,.0006371,-29.9,1074,.00039695,161.27,0
41315.099447,44.8037432432,7617.065,.00018065,174.26,0,41285.6566902,44.9447870255,41286.1191351,44.8467514515,.0006655,-10.96,1044,.00031665,165.32,0
41315.1025739,44.8037236929,7617.48,.0001839,140.98,0,41285.6563599,44.9447870255,41286.1188844,44.8467514515,.0004988,-15.85,1085,.00027615,158.87,0
41315.1057289,44.8037042618,7617.895,.00022675,157.37,0,41285.6560318,44.9447870255,41286.1185892,44.8467514515,.0006998,-26.67,1060,.00040455,152.77,0
41315.1088924,44.8036842346,7618.325,.00016765,-176.85,0,41285.6558568,44.9447870255,41286.1180853,44.8467514515,.0006178,-8.8,1041,.0002972,151.01,0
41315.1119064,44.8036646843,7618.74,.0001632,160.07,0,41285.6554694,44.9447870255,41286.1178221,44.8467514515,.0004944,-21.12,1081,.0002435,141.31,0
41315.1150562,44.8036456108,7619.145,.00025025,157.09,0,41285.6551485,44.9447870255,41286.1174963,44.8467514515,.0006914,-25.88,1052,.00029705,164.48,0
41315.1181766,44.8036262989,7619.56,.00017905,166.58,0,41285.6549046,44.9447870255,41286.1171461,44.8467514515,.0005739,-6.7,1053,.00021525,171.62,0
41315.1212575,44.8036065102,7619.975,.00016725,149.09,0,41285.6546101,44.9447870255,41286.1168907,44.8467514515,.0005149,-28.66,1098,.00023495,133.73,0
41315.1244106,44.8035874367,7620.385,.000234,153.12,0,41285.6542834,44.9447870255,41286.1165512,44.8467514515,.0007181,-20.53,1054,.00035415,167.17,0
41315.1274451,44.8035676479,7620.805,.0001321,168.76,0,41285.6539641,44.9447870255,41286.1159761,44.8467514515,.0005352,-10.42,1067,.00030535,161.82,0
41315.1305658,44.8035480976,7621.225,.0001697,130.48,0,41285.6537,44.9447870255,41286.11567,44.8467514515,.0005513,-30.36,1095,.0003407,153.97,0
41315.1336264,44.8035287857,7621.635,.0002683,157.63,0,41285.6533653,44.9447870255,41286.1154581,44.8467514515,.0007285,-17.45,1044,.00037345,158.89,0
41315.1367346,44.8035094738,7622.05,.000114,143.12,0,41285.6530157,44.9447870255,41286.1151067,44.8467514515,.0005113,-10.66,1067,.00027365,165.07,0
41315.1399937,44.8034892082,7622.475,.00018415,153.87,0,41285.6526813,44.9447870255,41286.1148044,44.8467514515,.0006109,-29.42,1075,.00033715,152.67,0
41315.1431952,44.8034693003,7622.9,.0001848,161.43,0,41285.6523633,44.9447870255,41286.1143579,44.8467514515,.0006676,-12.95,1040,.0004092,162.85,0
41315.1461812,44.8034501076,7623.315,.0001667,158.88,0,41285.652121,44.9447870255,41286.1140285,44.8467514515,.0004798,-16.15,1080,.0002293,171.03,0
41315.1493137,44.8034303188,7623.735,.0002026,153.85,0,41285.6517809,44.9447870255,41286.1136674,44.8467514515,.0006734,-28.34,1066,.00034055,138.07,0
41315.1525493,44.8034107685,7624.155,.0001766,179.03,0,41285.6514174,44.9447870255,41286.1133945,44.8467514515,.000643,-10.88,1042,.00033515,158.25,0
41315.1556575,44.8033912182,7624.565,.00016715,151.19,0,41285.6511517,44.9447870255,41286.112946,44.8467514515,.0004876,-21.31,1085,.000262,142.23,0
41315.1586693,44.8033721447,7624.975,.0002132,142.16,0,41285.6508879,44.9447870255,41286.1126642,44.8467514515,.0006833,-26.09,1060,.00043305,160.22,0
41315.1617989,44.8033524752,7625.39,.0001533,162.57,0,41285.6505379,44.9447870255,41286.1125085,44.8467514515,.0005942,-9.47,1049,.00027145,168.97,0
41315.1648045,44.8033330441,7625.805,.0002013,146.05,0,41285.6502802,44.9447870255,41286.112001,44.8467514515,.0005062,-24.36,1095,.00032695,149.34,0
41315.1679956,44.8033137321,7626.215,.00025135,157.39,0,41285.6499312,44.9447870255,41286.111597,44.8467514515,.0007238,-23.89,1049,.0003868,177.25,0
41315.171039,44.8032940626,7626.635,.00017305,149.92,0,41285.6496434,44.9447870255,41286.1113921,44.8467514515,.000544,-8.22,1060,.00018805,170.76,0
41315.1741699,44.8032743931,7627.055,.00021705,153.42,0,41285.6493221,44.9447870255,41286.1110278,44.8467514515,.0005456,-26.98,1090,.0002362,148.27,0
41315.1772357,44.8032548428,7627.475,.00025185,171.21,0,41285.6490332,44.9447870255,41286.1104869,44.8467514515,.0007073,-19.17,1053,.00034925,160.53,0
41315.1804121,44.803235054,7627.895,.00019485,153.1,0,41285.6487216,44.9447870255,41286.1102147,44.8467514515,.000544,-13.01,1067,.00039295,152.24,0
41315.1835973,44.8032152653,7628.315,.00020505,155.91,0,41285.648443,44.9447870255,41286.1098911,44.8467514515,.0006083,-27.78,1080,.00025685,150.31,0
41315.1867375,44.803195715,7628.73,.0002387,166.72,0,41285.6480922,44.9447870255,41286.1094504,44.8467514515,.0006783,-14.92,1044,.0003783,159.95,0
41315.1898558,44.8031765223,7629.14,.0001564,144.99,0,41285.6477711,44.9447870255,41286.109178,44.8467514515,.0004909,-18.5,1080,.0002214,156,0
41315.1929694,44.8031570911,7629.555,.00017625,145.29,0,41285.6474646,44.9447870255,41286.1087277,44.8467514515,.0006555,-28.79,1072,.0003668,150.7,0
41315.1960509,44.8031377792,7629.965,.0002135,158.93,0,41285.6472081,44.9447870255,41286.1084074,44.8467514515,.0006735,-13.73,1038,.0003092,171,0
41315.1991145,44.8031184673,7630.375,.0001401,160.43,0,41285.6469435,44.9447870255,41286.1081306,44.8467514515,.0004721,-18.87,1089,.00026565,132.45,0
41315.2021977,44.8030991554,7630.795,.0002597,157.69,0,41285.6465796,44.9447870255,41286.1078908,44.8467514515,.0006769,-27.01,1072,.0004173,147.44,0
41315.2054555,44.8030791283,7631.22,.0001923,161.84,0,41285.6462584,44.9447870255,41286.1075038,44.8467514515,.0006591,-9.47,1036,.0003054,165.76,0
41315.2084975,44.8030598164,7631.625,.0001828,147.24,0,41285.6459944,44.9447870255,41286.1071573,44.8467514515,.0005083,-27.48,1080,.0003185,144.91,0
41315.2116891,44.803040266,7632.045,.0002346,161.7,0,41285.6456801,44.9447870255,41286.1067159,44.8467514515,.0006822,-23.94,1051,.0002877,150.96,0
41315.2146964,44.8030211926,7632.455,.00018125,174.87,0,41285.6453928,44.9447870255,41286.1063921,44.8467514515,.0005893,-8.46,1050,.0002674,166.67,0
41315.2179405,44.8030016422,7632.865,.0001667,141.91,0,41285.6450204,44.9447870255,41286.106091,44.8467514515,.0005042,-30.68,1098,.0002724,138.65,0
41315.2210503,44.8029825687,7633.275,.0002569,151.82,0,41285.6447412,44.9447870255,41286.105827,44.8467514515,.0006995,-23.08,1063,.00033305,151.33,0
41315.2240981,44.8029632568,7633.685,.000204,158.69,0,41285.644427,44.9447870255,41286.1054729,44.8467514515,.0005685,-9.91,1065,.0002421,164.17,0
41315.227339,44.8029437065,7634.105,.00020135,137.66,0,41285.6441156,44.9447870255,41286.1051039,44.8467514515,.0005823,-30.96,1090,.0004502,145.65,0
41315.2305945,44.8029239178,7634.525,.0002295,169.55,0,41285.6437544,44.9447870255,41286.1047966,44.8467514515,.0007067,-17.71,1047,.0003378,166.67,0
41315.2336455,44.8029043674,7634.94,.0001879,154.29,0,41285.6434479,44.9447870255,41286.1045148,44.8467514515,.0005132,-10.96,1074,.00022045,156.27,0
41315.236767,44.8028850555,7635.35,.00023015,153.26,0,41285.6431702,44.9447870255,41286.1042662,44.8467514515,.0006108,-32.6,1083,.0003405,138.59,0
41315.2398541,44.8028655052,7635.765,.0002008,178.13,0,41285.6428445,44.9447870255,41286.1038094,44.8467514515,.000693,-14.5,1041,.00029305,163.51,0
41315.24297,44.8028461933,7636.175,.00011905,157.38,0,41285.6425984,44.9447870255,41286.103492,44.8467514515,.0005061,-19.61,1071,.00031675,142.29,0
41315.2460745,44.802826643,7636.595,.00023195,150.08,0,41285.6422639,44.9447870255,41286.1032607,44.8467514515,.0006265,-31.14,1073,.00029535,157.44,0
41315.2491672,44.8028070927,7637.015,.00021755,172.35,0,41285.6419562,44.9447870255,41286.1029744,44.8467514515,.0006814,-8.88,1037,.0003652,177.23,0
41315.2522682,44.8027877808,7637.425,.00015575,142,0,41285.6416519,44.9447870255,41286.1025517,44.8467514515,.0004752,-19.74,1082,.0002961,147.01,0
41315.2553621,44.8027682304,7637.84,.0002577,162.84,0,41285.6413026,44.9447870255,41286.102256,44.8467514515,.0006925,-26.91,1057,.00036395,156.72,0
41315.2584521,44.8027486801,7638.26,.0001771,165.42,0,41285.6410133,44.9447870255,41286.1017786,44.8467514515,.0005911,-9.6,1051,.0002952,173.1,0
41315.2616733,44.8027291298,7638.675,.00015155,133.78,0,41285.6407469,44.9447870255,41286.1015404,44.8467514515,.0005048,-26.22,1091,.0002774,153.44,0
41315.2648026,44.8027098179,7639.085,.00020615,161.16,0,41285.6404286,44.9447870255,41286.1010942,44.8467514515,.0007217,-24.13,1053,.00039525,154.82,0
41315.2679469,44.8026900291,7639.505,.00016905,177.56,0,41285.6400566,44.9447870255,41286.1009134,44.8467514515,.0005823,-9.11,1053,.00029045,169.67,0
41315.2710368,44.8026707172,7639.925,.000159,148.17,0,41285.6398726,44.9447870255,41286.1005214,44.8467514515,.000529,-28.32,1093,.00033995,137.1,0
41315.2741324,44.8026511669,7640.335,.0002355,164.89,0,41285.6396132,44.9447870255,41286.1000285,44.8467514515,.0007213,-20.33,1047,.00034935,162.47,0
41315.2772667,44.802631855,7640.745,.000154,164.75,0,41285.6394006,44.9447870255,41286.0998303,44.8467514515,.0005097,-8.44,1070,.00023175,137.68,0
41315.2803798,44.8026120663,7641.175,.00020545,155.48,0,41285.639127,44.9447870255,41286.0993161,44.8467514515,.0005756,-28.39,1093,.0003733,141.02,0
41315.2835117,44.8025925159,7641.58,.00018775,177.44,0,41285.6388376,44.9447870255,41286.0989165,44.8467514515,.0006839,-18.43,1058,.00032505,162.54,0
41315.2865485,44.8025734425,7641.99,.0001561,152.19,0,41285.6385391,44.9447870255,41286.0987309,44.8467514515,.0005154,-15.07,1083,.00033745,142.49,0
41315.289626,44.8025538921,7642.41,.00026705,153.29,0,41285.6382614,44.9447870255,41286.0983426,44.8467514515,.0006158,-29.74,1089,.0002498,141.46,0
41315.2927086,44.8025343418,7642.825,.00023875,170.76,0,41285.638004,44.9447870255,41286.0980447,44.8467514515,.0006603,-13.1,1058,.0003408,164.42,0
41315.2957956,44.8025149107,7643.24,.0001502,156.05,0,41285.6376649,44.9447870255,41286.0977435,44.8467514515,.0004648,-16.24,1102,.00019265,156.72,0
41315.2989104,44.8024953604,7643.655,.000239,154.91,0,41285.6373145,44.9447870255,41286.0973923,44.8467514515,.0006664,-27.56,1088,.0003731,154.4,0
41315.3019583,44.8024756908,7644.07,.0002368,167.51,0,41285.6370152,44.9447870255,41286.0971767,44.8467514515,.0006436,-10.33,1062,.00030085,177.15,0
41315.3049786,44.8024563789,7644.48,.0001745,152.01,0,41285.6367754,44.9447870255,41286.0965475,44.8467514515,.0005032,-24.12,1102,.0002016,134.14,0
41315.3081152,44.8024374247,7644.89,.0002201,153.4,0,41285.6364764,44.9447870255,41286.0963319,44.8467514515,.0007202,-24.79,1067,.0004539,157.23,0
41315.3112465,44.8024175167,7645.315,.0001746,179.11,0,41285.6361087,44.9447870255,41286.0960896,44.8467514515,.0005805,-9.43,1062,.00022745,163.75,0
41315.3143776,44.8023979664,7645.73,.00019095,150.42,0,41285.635825,44.9447870255,41286.0956996,44.8467514515,.0005173,-25.86,1102,.00034105,147.01,0
41315.3173965,44.8023788929,7646.14,.00025885,165.15,0,41285.6355666,44.9447870255,41286.0952539,44.8467514515,.0007045,-21.8,1069,.00037565,146.55,0
41315.3206587,44.8023589849,7646.56,.0001825,161.61,0,41285.6352049,44.9447870255,41286.0948431,44.8467514515,.0005758,-9,1067,.0002376,154.8,0
41315.3237592,44.8023395538,7646.975,.00016325,160.75,0,41285.634879,44.9447870255,41286.0944781,44.8467514515,.0005576,-31.37,1101,.00026785,147.41,0
41315.3267369,44.8023197651,7647.395,.0002063,139.69,0,41285.63457,44.9447870255,41286.0941135,44.8467514515,.0007131,-18.37,1064,.0003779,149.24,0
41315.3299861,44.8023002148,7647.815,.00020395,179.06,0,41285.6342679,44.9447870255,41286.0937894,44.8467514515,.0005479,-9.11,1076,.0003374,165.79,0
41315.3330266,44.8022807837,7648.23,.00026235,153.34,0,41285.6340125,44.9447870255,41286.0935526,44.8467514515,.0006114,-30.58,1086,.000364,142.04,0
41315.3360895,44.8022612333,7648.645,.0002212,163.27,0,41285.6336403,44.9447870255,41286.0932117,44.8467514515,.0007037,-14.67,1040,.00037165,167.65,0
41315.3391672,44.8022418022,7649.055,.00021185,163.71,0,41285.633342,44.9447870255,41286.0928673,44.8467514515,.0005118,-13.67,1068,.0001329,153.68,0
41315.3424182,44.8022218943,7649.485,.00019635,167.26,0,41285.6330461,44.9447870255,41286.0924326,44.8467514515,.0006561,-27.52,1067,.0003732,151.38,0
41315.345603,44.8022023439,7649.9,.00022425,164.87,0,41285.6328131,44.9447870255,41286.0921518,44.8467514515,.000676,-12.8,1034,.0003032,178.73,0
41315.3485048,44.8021835089,7650.3,.0001852,154.88,0,41285.6325525,44.9447870255,41286.0917337,44.8467514515,.0004643,-15.73,1086,.0002132,150.43,0
41315.3517191,44.8021638393,7650.72,.00020845,153.46,0,41285.6321375,44.9447870255,41286.0914226,44.8467514515,.0006696,-26.73,1072,.000382,163.82,0
41315.3548726,44.8021445274,7651.13,.00021975,165.51,0,41285.6317825,44.9447870255,41286.0911037,44.8467514515,.0006383,-10.66,1047,.0001835,153.27,0
41315.3580305,44.8021247387,7651.555,.00016045,148.6,0,41285.6314793,44.9447870255,41286.0907813,44.8467514515,.0005024,-23.04,1091,.0003585,147.14,0
41315.361124,44.8021054268,7651.96,.0002163,158.12,0,41285.6312335,44.9447870255,41286.090441,44.8467514515,.0007019,-23.58,1058,.00032205,165.11,0
41315.3641473,44.8020861149,7652.375,.00018155,144.26,0,41285.6309274,44.9447870255,41286.090164,44.8467514515,.0005796,-9.75,1055,.0002555,166.97,0
41315.3673427,44.8020660877,7652.8,.00017865,149.22,0,41285.6306424,44.9447870255,41286.0895122,44.8467514515,.0005451,-27,1089,.00032035,149.04,0
41315.3703912,44.8020470142,7653.21,.00022295,162.55,0,41285.630312,44.9447870255,41286.0893047,44.8467514515,.0007128,-21.42,1049,.0003241,165.33,0
41315.3734424,44.8020274639,7653.625,.0001767,159.27,0,41285.6300331,44.9447870255,41286.0889653,44.8467514515,.000532,-11.67,1064,.000283,166.25,0
41315.3766003,44.8020080328,7654.04,.0001304,139.69,0,41285.6296666,44.9447870255,41286.0886227,44.8467514515,.0005675,-30.87,1091,.000343,140.05,0
41315.3796877,44.8019888401,7654.45,.00020905,158.45,0,41285.6293233,44.9447870255,41286.0883551,44.8467514515,.0006749,-18.22,1058,.0002618,-179.64,0
41315.3827843,44.8019697666,7654.855,.00012035,150.52,0,41285.6290953,44.9447870255,41286.0876917,44.8467514515,.000523,-11.87,1084,.0002366,164.15,0
41315.3859071,44.8019497395,7655.28,.0002168,158.87,0,41285.6287935,44.9447870255,41286.0874538,44.8467514515,.0006049,-29.41,1100,.00035375,163.3,0
41315.389035,44.801930666,7655.685,.00020865,170.15,0,41285.6284723,44.9447870255,41286.0870827,44.8467514515,.0006995,-13.08,1059,.00031405,161.93,0
41315.3920667,44.8019113541,7656.1,.0001813,143.21,0,41285.6281917,44.9447870255,41286.0866896,44.8467514515,.000524,-14.68,1086,.00025365,150.55,0
41315.3952246,44.801891923,7656.515,.00025115,148.04,0,41285.6278496,44.9447870255,41286.0863477,44.8467514515,.0006414,-29.68,1085,.00030485,153.46,0
41315.3983708,44.8018722534,7656.93,.00018935,154.92,0,41285.627545,44.9447870255,41286.0859863,44.8467514515,.0006665,-8.6,1050,.0003693,173.89,0
41315.4013977,44.8018531799,7657.34,.000166,153.57,0,41285.627247,44.9447870255,41286.0857529,44.8467514515,.0004961,-22.16,1095,.0002894,137.5,0
41315.4043352,44.801833868,7657.75,.0002185,148.32,0,41285.6268823,44.9447870255,41286.0854269,44.8467514515,.0006879,-25.12,1068,.000373,150.39,0
41315.4074873,44.8018145561,7658.165,.00022355,171.53,0,41285.6265608,44.9447870255,41286.0850314,44.8467514515,.000646,-10.99,1046,.00026025,-178.49,0
41315.4106616,44.8017947674,7658.585,.0001544,140.46,0,41285.6262764,44.9447870255,41286.0849118,44.8467514515,.0004766,-24.64,1096,.0003109,148.34,0
41315.4137987,44.8017753363,7658.995,.0002869,160.11,0,41285.6259883,44.9447870255,41286.0844049,44.8467514515,.000699,-24.68,1065,.0002968,166.62,0
41315.4169321,44.8017557859,7659.415,.00020655,157.82,0,41285.6256737,44.9447870255,41286.0840265,44.8467514515,.0005869,-12.79,1061,.00021765,166.18,0
41315.420096,44.8017362356,7659.83,.00020025,150.34,0,41285.6253682,44.9447870255,41286.0836279,44.8467514515,.0005173,-26.64,1098,.000324,145.89,0
41315.423194,44.8017170429,7660.245,.00023865,159.94,0,41285.6251311,44.9447870255,41286.0832393,44.8467514515,.000695,-19.32,1061,.00034585,159.25,0
41315.4263702,44.8016974926,7660.66,.00012225,162.61,0,41285.6248158,44.9447870255,41286.082632,44.8467514515,.0005325,-9.71,1069,.00032335,159.52,0
41315.4296188,44.8016777039,7661.075,.0001667,152.22,0,41285.6245047,44.9447870255,41286.0823877,44.8467514515,.000578,-28.97,1086,.00028035,139.83,0
41315.4329738,44.801658392,7661.495,.0001291,175.19,0,41285.6241228,44.9447870255,41286.0820387,44.8467514515,.0006988,-16.2,1050,.00042735,158.21,0
41315.4358443,44.8016389608,7661.9,4.385E-5,151.04,0,41285.6238585,44.9447870255,41286.0818944,44.8467514515,.0004976,-17.45,1082,.0002553,147.75,0
41315.4379973,44.8016195297,7662.325,4.32E-5,135.61,0,41285.6237065,44.9447870255,41286.0818648,44.8467514515,.0005195,-37.95,1122,.0003387,122.18,0
41315.4387744,44.8015998602,7662.735,3.21E-5,159.99,0,41285.6235902,44.9447870255,41286.081837,44.8467514515,.0005913,-28.08,1116,.00023705,146.55,0
41315.4391823,44.8015801907,7663.155,1.915E-5,164.39,0,41285.6234914,44.9447870255,41286.0818512,44.8467514515,.0003547,-34.03,1207,.000164,104.48,0
41315.4395395,44.8015589714,7663.615,1.52E-5,91.03,0,41285.6235205,44.9447870255,41286.0818959,44.8467514515,.0005207,-45.63,1265,.0002196,100.34,0
41315.4397833,44.8015391827,7664.035,2.47E-5,160.19,0,41285.6234087,44.9447870255,41286.0819865,44.8467514515,.0004694,-34.91,1341,.00014405,105.31,0
41315.4400127,44.8015186787,7664.47,1.92E-5,136,0,41285.6233076,44.9447870255,41286.0819835,44.8467514515,.0003946,-48.39,1496,8.325E-5,85.91,0
41315.4402623,44.8014974594,7664.925,1.91E-5,103.73,0,41285.6233153,44.9447870255,41286.0817853,44.8467514515,.0005607,-46.53,1518,.00017875,104.11,0
41315.4404788,44.8014779091,7665.335,1.89E-5,153.44,0,41285.623278,44.9447870255,41286.0818506,44.8467514515,.000435,-37.13,1629,.0001209,121.72,0

41315.4406914,44.8014583588,7665.815,2.255E-5,-164.33,0,41285.6232428,44.9447870255,41286.0819191,44.8467514515,.0004858,-52.23,1755,.0001311,112.11,0
41315.4407599,44.8014298677,7666.24,2.13E-5,170.56,0,41285.6231102,44.9447870255,41286.0818176,44.8467514515,.000477,-47.85,1815,5.27E-5,80.13,0
41315.4420723,44.8012123108,7666.715,1.315E-5,151.93,0,41285.6226314,44.9447870255,41286.0818141,44.8467514515,.0001758,-62.14,2190,1.745E-5,14.23,0
41315.4433978,44.8009955883,7667.185,1.5E-6,-77.58,0,41285.6222073,44.9447870255,41286.0819089,44.8467514515,.0001899,-60.74,3301,2.38E-5,6.98,0
41315.4446559,44.8007771969,7667.66,1.27E-5,167.63,0,41285.621662,44.9447870255,41286.0820862,44.8467514515,.0001803,-39.13,4779,1.4E-5,-76.41,0
41315.4457654,44.8005621433,7668.13,1.81E-5,145.5,0,41285.6213382,44.9447870255,41286.0821431,44.8467514515,.0003365,-58.24,6472,4.1E-6,-97.29,0
41315.4468568,44.8003453016,7668.6,1.12E-5,63.84,0,41285.6206502,44.9447870255,41286.0823186,44.8467514515,.0005066,-67.48,6869,1.575E-5,56.51,0
41315.447944,44.8001295328,7669.075,1.765E-5,-49.41,0,41285.6203708,44.9447870255,41286.0824071,44.8467514515,.0002803,-46.61,7900,1.31E-5,-10.84,0
