Z-Disp (V),Z-Load (V),Time (s),Z-Amp (V),Z-Pha (Dg),Z-Excite,X-Disp (V),X-Load (V),Y-Disp (V),Y-Load (V),X-Amp (V),X-Pha (Dg),X-Exc (V),Y-Amp (V),Y-Pha (Dg),Y-Exc (V)
41315.4153938,44.7983213663,6807.965,1.735E-5,-15.25,0,41285.5881749,44.9447870255,41286.0127068,44.8467514515,.0001799,-22.77,33757,1.56E-5,-15.88,0
41315.4160078,44.7981035709,6808.445,3.E-5,-35.05,0,41285.5879659,44.9447870255,41286.0127612,44.8467514515,.0003953,-29.1,42857,3.155E-5,-54.61,0
41315.4165701,44.7978863716,6808.915,7.75E-6,52.98,0,41285.5885396,44.9447870255,41286.0126634,44.8467514515,.001078,-72.1,27515,4.3E-6,-117.45,0
41315.4171892,44.7976715565,6809.385,1.92E-5,55.47,0,41285.5887192,44.9447870255,41286.0125673,44.8467514515,.0003556,-31.58,32653,1.25E-5,-39.82,0

41315.4173546,44.7976391315,6809.86,1.57E-5,3,0,41285.5887306,44.9447870255,41286.0127464,44.8467514515,.0003699,-29.47,37231,3.52E-5,-45.03,0
41315.4174139,44.7976391315,6811.85,.0001841,110.24,0,41285.5885355,44.9447870255,41286.0126305,44.8467514515,1.5E-5,-45,38191,4.285E-5,21.42,0
41315.4174809,44.7976391315,6813.77,.0001148,112.82,0,41285.5886189,44.9447870255,41286.0125168,44.8467514515,1.5E-5,-45,32744,9.99E-5,104.13,0

41315.4175369,44.7976391315,6815.69,6.45E-5,112.21,0,41285.588945,44.9447870255,41286.0122455,44.8467514515,1.5E-5,-45,28074,8.675E-5,114.07,0
41315.4175562,44.7976685762,6816.115,4.6E-5,132.31,0,41285.5889182,44.9447870255,41286.0123398,44.8467514515,1.5E-5,-45,19231,6.5E-5,108.66,0
41315.417364,44.7978827953,6816.58,1.385E-5,34.17,0,41285.5938556,44.9447870255,41286.0087061,44.8467514515,1.5E-5,-45,12331,6.E-6,80.7,0
41315.4170053,44.7980958223,6817.045,7.9E-6,-41.42,0,41285.5940379,44.9447870255,41286.0086359,44.8467514515,1.5E-5,-45,7799,1.38E-5,-92.18,0
41315.4164592,44.7983082533,6817.51,1.035E-5,140.48,0,41285.5938977,44.9447870255,41286.0084796,44.8467514515,1.5E-5,-45,4897,1.1E-5,-180,0
41315.4159026,44.7985212803,6817.975,1.285E-5,15.44,0,41285.5940437,44.9447870255,41286.0083118,44.8467514515,1.037E-5,2.97,3617,1.55E-5,63.44,0
41315.4153085,44.7987322807,6818.435,1.795E-5,26.71,0,41285.5940562,44.9447870255,41286.0081934,44.8467514515,5.344E-6,-6.79,2597,8.2E-6,81.11,0
41315.4147307,44.7989448309,6818.9,1.515E-5,-1.13,0,41285.594124,44.9447870255,41286.0081763,44.8467514515,1.1522E-5,29.3,341,2.685E-5,4.27,0
41315.4141518,44.7991572618,6819.365,1.69E-5,-1.86,0,41285.5942032,44.9447870255,41286.0080064,44.8467514515,1.10025E-5,-141.75,10,1.335E-5,79.76,0
41315.4136563,44.7993510962,6819.785,1.09E-5,-172.65,0,41285.5941534,44.9447870255,41286.0080688,44.8467514515,1.5E-5,-49.89,10,7.85E-6,164.21,0
41315.4131235,44.7995460033,6820.21,7.85E-6,66.92,0,41285.5941093,44.9447870255,41286.007793,44.8467514515,4.1575E-6,53.93,10,7.55E-6,74.86,0
41315.4125436,44.7997364998,6820.625,5.95E-6,-178.8,0,41285.5939983,44.9447870255,41286.0076974,44.8467514515,1.3919E-5,145.93,10,9.4E-6,27.24,0
41315.4119899,44.7999299765,6821.05,4.95E-6,-179.42,0,41285.594239,44.9447870255,41286.0075508,44.8467514515,4.7905E-6,-151.4,10,6.45E-6,156.92,0
41315.4114226,44.8001246452,6821.475,2.6E-6,-126.43,0,41285.594312,44.9447870255,41286.0074997,44.8467514515,1.484E-6,102.36,10,9.65E-6,-105.25,0
41315.4108551,44.8003171682,6821.89,4.7E-6,-141.44,0,41285.5944829,44.9447870255,41286.0074089,44.8467514515,8.991E-6,-35.57,10,1.14E-5,-166.79,0
41315.4102702,44.8005087376,6822.315,3.7E-6,18.67,0,41285.5945526,44.9447870255,41286.0073616,44.8467514515,9.7695E-6,165.48,10,2.2E-6,-174.75,0

41315.4096602,44.8006739616,6822.735,1.31E-5,110.75,0,41285.5953857,44.9447870255,41286.0071312,44.8467514515,5.1775E-6,-115.34,10,9.4E-6,-173.58,0
41315.4095924,44.8006739616,6824.645,2.225E-5,16.56,0,41285.5957205,44.9447870255,41286.0070206,44.8467514515,1.27085E-5,17.28,10,1.485E-5,26.65,0
41315.4096301,44.8006739616,6826.565,1.235E-5,7.55,0,41285.5958376,44.9447870255,41286.0066454,44.8467514515,1.123E-5,50.95,10,3.9E-6,-45,0

41315.4096216,44.8006739616,6828.49,1.505E-5,25.91,0,41285.5957489,44.9447870255,41286.0064563,44.8467514515,1.5E-5,21.04,10,1.47E-5,69.01,0
41315.4096046,44.8007031679,6828.915,2.705E-5,-108.6,0,41285.595938,44.9447870255,41286.0062164,44.8467514515,1.5E-5,6.58,10,1.35E-5,-127.04,0
41315.4091052,44.8008944988,6829.335,1.21E-5,-22.17,0,41285.5960623,44.9447870255,41286.0062558,44.8467514515,1.5E-5,-7.59,10,1.65E-6,-70.23,0
41315.4084613,44.8010867834,6829.75,1.36E-5,82.53,0,41285.5971872,44.9447870255,41286.0064059,44.8467514515,1.5E-5,-83.06,10,7.3E-6,56.91,0
41315.4077893,44.8012770414,6830.165,6.1E-6,15.78,0,41285.5978951,44.9447870255,41286.0063474,44.8467514515,1.5E-5,-25.48,10,9.5E-6,20.91,0
41315.4070773,44.8014705181,6830.585,1.35E-5,123.07,0,41285.599088,44.9447870255,41286.0065622,44.8467514515,1.5E-5,-45,10,6.7E-6,167.82,0
41315.4063274,44.801661849,6831.005,9.4E-6,124.62,0,41285.6000314,44.9447870255,41286.0067787,44.8467514515,1.5E-5,-45,10,3.2E-6,-127.68,0
41315.4055724,44.8018535376,6831.425,1.46E-5,-100.14,0,41285.6011116,44.9447870255,41286.0072874,44.8467514515,1.5E-5,-45,10,1.23E-5,-97.59,0
41315.4046593,44.8020458221,6831.84,2.38E-5,-169.6,0,41285.601683,44.9447870255,41286.0092003,44.8467514515,1.5E-5,-45,10,2.9E-5,-68.63,0
41315.4034299,44.802236557,6832.255,1.22E-5,140.06,0,41285.6021155,44.9447870255,41286.012424,44.8467514515,1.5E-5,-45,10,.0001605,69.81,0
41315.4007687,44.8024305105,6832.685,.00029785,154.2,0,41285.6029173,44.9447870255,41286.0159811,44.8467514515,1.5E-5,-45,10,.00040525,166.26,0
41315.375583,44.8026235104,6833.1,.0002372,169.38,0,41285.6057222,44.9447870255,41286.0191035,44.8467514515,1.5E-5,-45,10,.0002085,156.99,0
41315.3467377,44.8028155565,6833.52,.0001925,157.47,0,41285.6086613,44.9447870255,41286.0224748,44.8467514515,1.5E-5,-45,10,.00039955,156.17,0
