Z-Disp (V),Z-Load (V),Time (s),Z-Amp (V),Z-Pha (Dg),Z-Excite,X-Disp (V),X-Load (V),Y-Disp (V),Y-Load (V),X-Amp (V),X-Pha (Dg),X-Exc (V),Y-Amp (V),Y-Pha (Dg),Y-Exc (V)
41294.5875615,44.8051993847,6317.885,.0002357,148.96,0,41285.6253609,44.9447870255,41286.0120683,44.8467514515,.0005332,-30.66,1104,.0003321,155.04,0
41294.5906334,44.8051798344,6318.305,.0002424,168.59,0,41285.6251144,44.9447870255,41286.0117305,44.8467514515,.0007393,-17.2,1054,.00040645,161.84,0
41294.5937141,44.8051605225,6318.715,.00015485,173.32,0,41285.624841,44.9447870255,41286.0114067,44.8467514515,.0005232,-9.89,1074,.00026885,155.97,0
41294.5967989,44.8051404953,6319.14,.0001998,154.5,0,41285.6245299,44.9447870255,41286.0112048,44.8467514515,.0006185,-31.57,1087,.00038315,150.24,0
41294.5998189,44.8051211834,6319.555,.00020925,159.47,0,41285.6241867,44.9447870255,41286.0107381,44.8467514515,.0006812,-14.44,1053,.00029755,152.64,0
41294.6028566,44.8051021099,6319.965,.00013485,156.82,0,41285.6239417,44.9447870255,41286.010464,44.8467514515,.000468,-15.02,1090,.00021305,173.21,0
41294.6060431,44.8050820827,6320.39,.00026305,144.39,0,41285.6236873,44.9447870255,41286.0099696,44.8467514515,.0006621,-27.65,1082,.0003278,150.49,0
41294.6092285,44.8050618172,6320.82,.00022815,-179.75,0,41285.6233141,44.9447870255,41286.0097932,44.8467514515,.0006691,-11.98,1047,.0002563,165.91,0
41294.6122746,44.8050423861,6321.235,.00016485,157.12,0,41285.6230579,44.9447870255,41286.0093332,44.8467514515,.0004931,-17.8,1095,.0002401,149.35,0
41294.6153662,44.8050231934,6321.645,.0002054,155.35,0,41285.6228099,44.9447870255,41286.0089764,44.8467514515,.0007032,-26.64,1070,.00044095,153.66,0
41294.6184586,44.805003047,6322.07,.00018465,161.48,0,41285.6225194,44.9447870255,41286.0085091,44.8467514515,.0006321,-8.94,1047,.00029065,-173.58,0
41294.6214459,44.8049836159,6322.485,.0001906,125.57,0,41285.6222499,44.9447870255,41286.0084126,44.8467514515,.0004783,-29.58,1103,.00023875,141.53,0
41294.624496,44.804964304,6322.895,.0002313,162.35,0,41285.6219235,44.9447870255,41286.008118,44.8467514515,.0006958,-22.08,1067,.00037515,146.59,0
41294.6276302,44.8049447536,6323.315,.0001749,167.86,0,41285.6216464,44.9447870255,41286.0077049,44.8467514515,.0005568,-6.77,1074,.00020795,177.46,0
41294.6307385,44.8049252033,6323.73,.0002115,137.94,0,41285.6213457,44.9447870255,41286.0073615,44.8467514515,.0005429,-29.43,1113,.0003188,150.46,0
41294.6337686,44.8049061298,6324.135,.00021725,166.22,0,41285.6211574,44.9447870255,41286.006917,44.8467514515,.0007266,-19.08,1065,.0003037,157.44,0
41294.6367513,44.8048868179,6324.55,.00016915,168.74,0,41285.6207256,44.9447870255,41286.0066577,44.8467514515,.0005392,-9.09,1080,.00027365,141.95,0
41294.6398471,44.8048672676,6324.965,.0002006,147.94,0,41285.6204083,44.9447870255,41286.0063647,44.8467514515,.0006019,-29.67,1096,.0002756,164.37,0
41294.6429625,44.8048477173,6325.385,.00023155,164.87,0,41285.6202014,44.9447870255,41286.0059671,44.8467514515,.0007107,-16.99,1055,.0003174,152.6,0
41294.6459402,44.8048284054,6325.795,.0001773,149.66,0,41285.6198845,44.9447870255,41286.0057494,44.8467514515,.0005145,-10.56,1087,.00031585,171.45,0
41294.6490688,44.8048088551,6326.215,.00020285,152.03,0,41285.6195197,44.9447870255,41286.0054546,44.8467514515,.0006428,-30.21,1088,.00034,146.57,0
41294.6521097,44.8047890663,6326.635,.00023035,160.08,0,41285.6192183,44.9447870255,41286.0052098,44.8467514515,.0006935,-12.28,1051,.00039865,170.28,0
41294.6551016,44.8047697544,6327.04,.0001606,169.98,0,41285.6189973,44.9447870255,41286.0048482,44.8467514515,.0004918,-19.22,1088,.0002578,152.06,0
41294.6582578,44.8047502041,6327.465,.0001912,148.63,0,41285.618672,44.9447870255,41286.0045702,44.8467514515,.0006666,-26.16,1078,.000439,159.69,0
41294.6614232,44.8047301769,6327.885,.0002468,178.02,0,41285.6183876,44.9447870255,41286.0043297,44.8467514515,.000666,-10.09,1047,.00021665,-177.95,0
41294.6644646,44.8047109842,6328.295,.0001082,152.32,0,41285.6180946,44.9447870255,41286.0038492,44.8467514515,.0004833,-20.89,1097,.00035515,144.81,0
41294.6674483,44.8046915531,6328.705,.00025195,158.32,0,41285.6177614,44.9447870255,41286.0035072,44.8467514515,.0007161,-27,1063,.00037895,154.58,0
41294.6706227,44.8046717644,6329.13,.0001455,-174.7,0,41285.6174522,44.9447870255,41286.0030791,44.8467514515,.0005881,-4.94,1047,.00024735,179.91,0
41294.6737189,44.8046518564,6329.555,.00018875,157.6,0,41285.6171719,44.9447870255,41286.0029359,44.8467514515,.0005251,-24.73,1084,.00037175,151.76,0
41294.6767572,44.8046326637,6329.965,.00022795,156.61,0,41285.616868,44.9447870255,41286.0027217,44.8467514515,.0006957,-21.41,1050,.00033005,161.71,0
41294.67995,44.8046131134,6330.38,.00014155,174.68,0,41285.6166031,44.9447870255,41286.002317,44.8467514515,.0005531,-7.3,1059,.0003519,149.86,0
41294.6831023,44.8045935631,6330.795,.0002452,162.84,0,41285.6162292,44.9447870255,41286.0020088,44.8467514515,.0005554,-30.07,1087,.0002605,156.1,0
41294.6860748,44.8045744896,6331.205,.00021365,173.74,0,41285.6159592,44.9447870255,41286.0016182,44.8467514515,.0007204,-19.05,1040,.0003781,143.88,0
41294.6890948,44.8045551777,6331.615,.0001568,162.67,0,41285.6157156,44.9447870255,41286.0013914,44.8467514515,.0005281,-9.94,1059,.00022285,155.66,0
41294.6921675,44.8045357466,6332.03,.00022955,136.78,0,41285.6154219,44.9447870255,41286.001039,44.8467514515,.0005979,-31.78,1075,.00036125,138.06,0
41294.6953494,44.8045163155,6332.445,.0001804,165.74,0,41285.615105,44.9447870255,41286.0007188,44.8467514515,.0006751,-14.56,1042,.0003447,172.99,0
41294.6982977,44.8044968843,6332.855,.00017235,155.75,0,41285.6147865,44.9447870255,41286.0004706,44.8467514515,.0005111,-16.91,1073,.0003159,153.22,0
41294.7013316,44.8044772148,6333.275,.00025855,154.95,0,41285.6144859,44.9447870255,41286.000085,44.8467514515,.000629,-30.13,1069,.0003215,143.09,0
41294.7043454,44.8044579029,6333.685,.0001943,172.84,0,41285.6142189,44.9447870255,41285.9997647,44.8467514515,.0006733,-14.16,1040,.0003001,161.5,0
41294.707272,44.8044390678,6334.09,.00016085,148.39,0,41285.6139226,44.9447870255,41285.9992613,44.8467514515,.0004779,-19.66,1085,.0003696,151.85,0
41294.7112149,44.8044195175,6334.505,.0002226,155.3,0,41285.6134772,44.9447870255,41285.9990979,44.8467514515,.0006649,-26.67,1069,.00029655,160.56,0
41294.7143085,44.8043999672,6334.925,.00016175,168.8,0,41285.6131815,44.9447870255,41285.9988184,44.8467514515,.0006221,-9.1,1052,.00032305,158.9,0
41294.7172957,44.8043805361,6335.335,.00018595,145.54,0,41285.6129279,44.9447870255,41285.9984276,44.8467514515,.0005048,-23.34,1092,.00022835,170.19,0
41294.7204338,44.8043613434,6335.745,.000234,161.61,0,41285.6127148,44.9447870255,41285.9981256,44.8467514515,.0006923,-27.01,1065,.0004605,154.06,0
41294.7234898,44.8043417931,6336.165,.0001548,174.85,0,41285.612411,44.9447870255,41285.9976208,44.8467514515,.0005794,-6.81,1057,.00024105,156.94,0
41294.7265892,44.8043220043,6336.585,.00018335,152.64,0,41285.6120453,44.9447870255,41285.9973111,44.8467514515,.0005112,-29.38,1099,.00028445,136.47,0
41294.7296196,44.8043029308,6336.995,.00026115,162.35,0,41285.6117189,44.9447870255,41285.9969507,44.8467514515,.0007161,-23.16,1054,.0003519,157.93,0
41294.7327971,44.8042831421,6337.415,.00018145,158.74,0,41285.6115135,44.9447870255,41285.9966502,44.8467514515,.0005588,-8.6,1068,.0002153,171.59,0
41294.7359143,44.8042635918,6337.835,.0002064,153.19,0,41285.6112077,44.9447870255,41285.9964404,44.8467514515,.000555,-28.87,1104,.0003246,145.34,0
41294.7390181,44.804243803,6338.25,.0002245,173.74,0,41285.6108922,44.9447870255,41285.9960135,44.8467514515,.0007205,-16.93,1055,.00034955,150.67,0
41294.7419724,44.8042244911,6338.66,.0001916,167.71,0,41285.6105659,44.9447870255,41285.9958035,44.8467514515,.0005421,-8.53,1069,.00029175,148.82,0
41294.745027,44.80420506,6339.07,.0002075,148.38,0,41285.6102647,44.9447870255,41285.9954875,44.8467514515,.0006066,-29.34,1085,.00035135,152.18,0
41294.7480276,44.8041858673,6339.485,.00018255,154.4,0,41285.610031,44.9447870255,41285.995204,44.8467514515,.0006612,-15.27,1056,.0003147,155.17,0
41294.7510915,44.8041667938,6339.89,.00014555,165.52,0,41285.6097537,44.9447870255,41285.9951007,44.8467514515,.000526,-16.12,1080,.00020505,161.76,0
41294.7542038,44.8041472435,6340.305,.00025805,158.27,0,41285.609362,44.9447870255,41285.9945851,44.8467514515,.0006643,-28.44,1071,.00037745,153.11,0
41294.7574278,44.8041272163,6340.735,.00021265,167.95,0,41285.6090361,44.9447870255,41285.99425,44.8467514515,.0006431,-14.58,1047,.0003631,170.34,0
41294.7604099,44.8041077852,6341.145,.0001945,143.37,0,41285.6087886,44.9447870255,41285.9938628,44.8467514515,.0004998,-22.84,1082,.0002113,144.82,0
41294.7635583,44.8040883541,6341.565,.0002352,154.92,0,41285.6085477,44.9447870255,41285.9936371,44.8467514515,.0006425,-26.42,1074,.00038595,156.41,0
41294.7666008,44.8040688038,6341.98,.00021875,173.86,0,41285.6082686,44.9447870255,41285.993326,44.8467514515,.0006279,-8.29,1051,.00026265,170.42,0
41294.7696086,44.8040494919,6342.385,.00019355,131.05,0,41285.6079063,44.9447870255,41285.9928598,44.8467514515,.00051,-22.07,1091,.0003193,155.04,0
41294.7726964,44.8040304184,6342.795,.0002313,161.82,0,41285.6076132,44.9447870255,41285.9926398,44.8467514515,.0007155,-25.31,1051,.00027525,152.67,0
41294.7756619,44.8040108681,6343.215,.0002158,156.95,0,41285.6073164,44.9447870255,41285.9923628,44.8467514515,.0005831,-9.53,1052,.00021035,155.83,0
41294.7786009,44.8039915562,6343.625,.00023115,152.76,0,41285.6070589,44.9447870255,41285.9921059,44.8467514515,.0005216,-25.46,1091,.00021375,148.81,0
41294.7816966,44.8039724827,6344.035,.0002681,158.06,0,41285.6067522,44.9447870255,41285.9916722,44.8467514515,.000688,-21.21,1061,.0003476,145.48,0
41294.7847377,44.8039531708,6344.445,.0001443,-178.88,0,41285.6064226,44.9447870255,41285.9914041,44.8467514515,.0005698,-9.04,1069,.000323,161.62,0
41294.7878526,44.8039336205,6344.86,.0001604,147.99,0,41285.60612,44.9447870255,41285.9910707,44.8467514515,.000572,-29.45,1097,.00030015,141.75,0
41294.7908664,44.8039140701,6345.275,.00020545,161.9,0,41285.6057896,44.9447870255,41285.9906764,44.8467514515,.0006808,-19.2,1060,.00034665,160.41,0
41294.7938977,44.8038947582,6345.685,.00016935,160.45,0,41285.6055139,44.9447870255,41285.9904607,44.8467514515,.0005099,-11.34,1087,.0001755,164.87,0
41294.7970911,44.8038746119,6346.115,.0001813,144,0,41285.6052797,44.9447870255,41285.9900394,44.8467514515,.0006341,-28.18,1090,.000394,140.4,0
41294.8002361,44.8038551807,6346.535,.0002332,172.6,0,41285.604939,44.9447870255,41285.9897647,44.8467514515,.0006955,-17.41,1050,.00027635,157.09,0
41294.8032089,44.803835988,6346.945,.0001298,165.91,0,41285.6046521,44.9447870255,41285.9895303,44.8467514515,.0004708,-14.82,1091,.0002662,135.23,0
41294.8063365,44.8038160801,6347.365,.00024725,145.15,0,41285.6043802,44.9447870255,41285.9891873,44.8467514515,.0006531,-26.49,1080,.0003889,159.67,0
41294.8095148,44.8037965298,6347.78,.0002165,173.89,0,41285.604019,44.9447870255,41285.9889272,44.8467514515,.0006482,-12.5,1053,.0002169,138.05,0
41294.8125407,44.8037772179,6348.195,.00016435,152.32,0,41285.6036829,44.9447870255,41285.9885196,44.8467514515,.0005052,-21.35,1096,.0003004,140.66,0
41294.8155527,44.8037577868,6348.605,.00023715,152.23,0,41285.6034399,44.9447870255,41285.9880463,44.8467514515,.0006886,-26.55,1070,.00031945,153.32,0
41294.8185721,44.8037381172,6349.025,.00016415,179.63,0,41285.6031615,44.9447870255,41285.9876976,44.8467514515,.0006038,-6.52,1059,.0003345,161.73,0
41294.8215277,44.8037188053,6349.44,.0002048,147.45,0,41285.6028087,44.9447870255,41285.9874998,44.8467514515,.000512,-24.44,1099,.0001855,160.15,0
41294.8244397,44.8036997318,6349.845,.0002059,152.55,0,41285.6025372,44.9447870255,41285.9871257,44.8467514515,.0007234,-24.45,1060,.00044385,155.62,0
41294.8275116,44.8036801815,6350.265,.0001791,162.67,0,41285.6022438,44.9447870255,41285.9867616,44.8467514515,.0005505,-11.11,1065,.00022045,169.13,0
41294.8306392,44.8036603928,6350.685,.00019285,152.96,0,41285.6019838,44.9447870255,41285.9863124,44.8467514515,.0005349,-29.72,1098,.00029855,145.83,0
41294.8337534,44.8036408424,6351.1,.0002347,155.47,0,41285.6016556,44.9447870255,41285.9859744,44.8467514515,.0006999,-19.92,1063,.00032705,174.02,0
41294.8367395,44.8036215305,6351.51,.00016695,162.05,0,41285.6013245,44.9447870255,41285.9857248,44.8467514515,.0005363,-10.89,1075,.00024055,144.72,0
41294.8398758,44.8036015034,6351.935,.0002234,152.75,0,41285.6010239,44.9447870255,41285.9855119,44.8467514515,.0005934,-31.45,1095,.00036165,143.74,0
41294.842907,44.8035820723,6352.35,.0001972,163.8,0,41285.6007321,44.9447870255,41285.9849452,44.8467514515,.0007351,-15.92,1043,.00038485,169.52,0
41294.8460208,44.8035628796,6352.765,.00015865,168.63,0,41285.6004446,44.9447870255,41285.9846751,44.8467514515,.0004853,-9.66,1078,.00027905,139.8,0
41294.8491814,44.803542614,6353.19,.0002089,134.75,0,41285.6002132,44.9447870255,41285.9843082,44.8467514515,.0006537,-30.37,1072,.00033365,167.85,0
41294.852258,44.8035233021,6353.605,.00017645,162.09,0,41285.5999063,44.9447870255,41285.9838239,44.8467514515,.0006619,-11.58,1044,.0003437,160.42,0
41294.8553654,44.8035039902,6354.015,.00019445,145.71,0,41285.5996265,44.9447870255,41285.9835608,44.8467514515,.0004802,-19.64,1085,.00029375,160.13,0
41294.8583395,44.8034844399,6354.43,.0002205,156.78,0,41285.5993639,44.9447870255,41285.9832404,44.8467514515,.0006851,-27.28,1061,.0003107,144.25,0
41294.8613461,44.8034651279,6354.845,.00017675,176.66,0,41285.5990288,44.9447870255,41285.9830473,44.8467514515,.0006185,-8.01,1050,.0003261,173.46,0
41294.8643275,44.8034455776,6355.255,.000213,157,0,41285.5986583,44.9447870255,41285.9826567,44.8467514515,.0004986,-19.7,1090,.00023295,133.83,0
41294.8674138,44.8034262657,6355.67,.00027055,161.84,0,41285.5983978,44.9447870255,41285.9823129,44.8467514515,.0006939,-23.31,1061,.00040865,147.25,0
41294.8705328,44.803406477,6356.095,.0001498,163.13,0,41285.5981485,44.9447870255,41285.9820302,44.8467514515,.0006038,-10.84,1050,.0002336,-176.31,0
41294.8736301,44.8033869267,6356.51,.00014835,146.02,0,41285.5978496,44.9447870255,41285.9816795,44.8467514515,.0005247,-27.12,1093,.00032265,139.17,0
41294.8766971,44.8033678532,6356.915,.00022415,161.19,0,41285.5975233,44.9447870255,41285.9812776,44.8467514515,.0007016,-22.67,1057,.00032925,161.83,0
41294.8797899,44.8033483028,6357.33,.000113,164.66,0,41285.5972336,44.9447870255,41285.9809413,44.8467514515,.0005389,-10.48,1069,.00030595,137.38,0
41294.882923,44.8033289909,6357.745,.00022025,144.34,0,41285.5969806,44.9447870255,41285.9805701,44.8467514515,.0005656,-28.31,1095,.000384,149.53,0
41294.8859302,44.803309679,6358.15,.0002256,165.44,0,41285.5967372,44.9447870255,41285.9802019,44.8467514515,.0006911,-17.12,1059,.0002885,144.68,0
41294.8890059,44.8032903671,6358.565,.00020285,160.32,0,41285.5964352,44.9447870255,41285.9799782,44.8467514515,.0005197,-9.95,1081,.00029805,170.44,0
41294.8921355,44.803270936,6358.98,.00017825,150.53,0,41285.5961302,44.9447870255,41285.9796045,44.8467514515,.0005852,-28.52,1097,.00024305,137.98,0
41294.8951624,44.8032517433,6359.39,.0002365,165.7,0,41285.5958522,44.9447870255,41285.9792615,44.8467514515,.0006994,-16.41,1057,.0003504,166.09,0
41294.8981369,44.8032326698,6359.795,.0002167,155.16,0,41285.595553,44.9447870255,41285.9789766,44.8467514515,.0005083,-14.03,1085,.00021165,146.01,0
41294.9012788,44.8032131195,6360.215,.000254,137.98,0,41285.5952531,44.9447870255,41285.9786728,44.8467514515,.0006344,-32.51,1091,.0004163,143.43,0
41294.9043513,44.8031933308,6360.635,.0002047,168.82,0,41285.5948979,44.9447870255,41285.9784691,44.8467514515,.0006814,-12.11,1055,.00029155,175.1,0
41294.90748,44.8031741381,6361.045,.00020765,155.09,0,41285.594556,44.9447870255,41285.9782478,44.8467514515,.0004771,-20.24,1099,.00028135,132.28,0
41294.9106233,44.8031543493,6361.46,.0002319,157.13,0,41285.5942986,44.9447870255,41285.9779169,44.8467514515,.0006876,-26.16,1077,.0003274,160.46,0
41294.913727,44.8031351566,6361.875,.00019065,157.45,0,41285.5939862,44.9447870255,41285.9775905,44.8467514515,.0006381,-10.73,1056,.00036045,160.86,0
41294.9168578,44.8031159639,6362.28,.00014825,146.86,0,41285.5936916,44.9447870255,41285.9771719,44.8467514515,.0004978,-23.83,1099,.00026105,134.5,0
41294.9199329,44.8030967712,6362.69,.0002294,156.02,0,41285.5934352,44.9447870255,41285.9768498,44.8467514515,.000688,-24.7,1070,.0004152,149.94,0
41294.9231128,44.8030769825,6363.11,.0002058,169.59,0,41285.5931076,44.9447870255,41285.9764598,44.8467514515,.0006026,-7.2,1056,.00026545,-179.78,0
41294.9262042,44.803057909,6363.525,.0001974,153.33,0,41285.592769,44.9447870255,41285.9762904,44.8467514515,.0005188,-26.53,1098,.00031625,149.08,0
41294.92927,44.8030383587,6363.935,.00020215,160.2,0,41285.5925055,44.9447870255,41285.9759618,44.8467514515,.000708,-23.82,1055,.0004728,153.28,0
41294.9323563,44.8030188084,6364.355,.0001763,177.17,0,41285.5921664,44.9447870255,41285.9756454,44.8467514515,.0005653,-10.8,1056,.0002153,163.53,0
41294.9354524,44.8029993773,6364.77,.0002209,146.07,0,41285.5918494,44.9447870255,41285.9753812,44.8467514515,.0005584,-30.63,1089,.0003169,146.59,0
41294.9384225,44.8029799461,6365.18,.00026595,172.79,0,41285.5915837,44.9447870255,41285.9749841,44.8467514515,.0007245,-17.6,1046,.00032305,171.37,0
41294.9415407,44.8029603958,6365.595,.0001313,162.45,0,41285.591311,44.9447870255,41285.9745695,44.8467514515,.0005196,-13.37,1066,.00028315,153.63,0
41294.9446249,44.8029410839,6366.01,.00018825,145.48,0,41285.5910168,44.9447870255,41285.9743079,44.8467514515,.00059,-28.16,1084,.00036905,166.11,0
41294.9476785,44.802921772,6366.425,.00019315,170.27,0,41285.5907442,44.9447870255,41285.9739937,44.8467514515,.0006802,-15.71,1046,.0003612,161.2,0
41294.9507545,44.8029022217,6366.835,.0001849,158.29,0,41285.5904549,44.9447870255,41285.9736723,44.8467514515,.0005016,-15.99,1077,.0002569,164.24,0
41294.95394,44.8028824329,6367.265,.00025485,156.51,0,41285.5901382,44.9447870255,41285.9733188,44.8467514515,.0006434,-30.18,1075,.0003288,143.52,0
41294.957146,44.8028624058,6367.685,.0002121,165.88,0,41285.5898705,44.9447870255,41285.9729077,44.8467514515,.0006626,-11.84,1046,.0002938,164.7,0
41294.9602029,44.8028433323,6368.09,.0002093,157.97,0,41285.5896016,44.9447870255,41285.9726491,44.8467514515,.0004718,-19.08,1091,.0002762,160.88,0
41294.9632381,44.8028239012,6368.505,.0002507,143.31,0,41285.5893271,44.9447870255,41285.9724277,44.8467514515,.0006615,-26.72,1072,.0003244,148.52,0
41294.9663577,44.8028044701,6368.92,.000205,167.91,0,41285.589006,44.9447870255,41285.9720201,44.8467514515,.0006516,-10.47,1043,.0003001,170.85,0
41294.9694397,44.802785635,6369.32,.00019645,148.37,0,41285.5886353,44.9447870255,41285.9717192,44.8467514515,.0005025,-24.07,1090,.00025725,142.21,0
41294.9725792,44.8027663231,6369.735,.00019315,172.87,0,41285.5884033,44.9447870255,41285.9714116,44.8467514515,.0006978,-25.38,1059,.000381,146.2,0
41294.9753886,44.8027467728,6370.15,5.005E-5,146.34,0,41285.5882028,44.9447870255,41285.9714041,44.8467514515,.0005678,-14.04,1058,.0002154,147.86,0
41294.9767352,44.8027272224,6370.565,4.21E-5,143.52,0,41285.5880763,44.9447870255,41285.9714047,44.8467514515,.000467,-39.37,1118,.00028995,122.63,0
41294.9772968,44.8027077913,6370.98,9.55E-6,166.51,0,41285.5879312,44.9447870255,41285.9714217,44.8467514515,.0005807,-38.73,1123,.0001926,126.2,0
41294.9776723,44.8026883602,6371.395,1.72E-5,-159.52,0,41285.5879138,44.9447870255,41285.9713495,44.8467514515,.0003725,-29.38,1197,.00010825,110.4,0
41294.9779857,44.8026661873,6371.865,2.6E-5,153.64,0,41285.5878377,44.9447870255,41285.9713518,44.8467514515,.0004398,-53.2,1328,.0002082,111.35,0
41294.9781999,44.8026459217,6372.295,4.41E-5,152.74,0,41285.5878278,44.9447870255,41285.9715044,44.8467514515,.0005307,-39.22,1358,.0001793,116.67,0
41294.9784389,44.8026257753,6372.725,2.1E-5,137.46,0,41285.5877344,44.9447870255,41285.9714713,44.8467514515,.0003793,-43.63,1504,.0001371,93.9,0
41294.9786646,44.8026037216,6373.2,1.78E-5,155.09,0,41285.5877205,44.9447870255,41285.9714574,44.8467514515,.0005004,-51.51,1600,.00015725,102.63,0

41294.9788153,44.8025870323,6373.615,2.18E-5,128.58,0,41285.5876422,44.9447870255,41285.9714473,44.8467514515,.0004847,-38.27,1680,.0001258,126.24,0
41294.9788527,44.8025571108,6374.09,1.195E-5,126.51,0,41285.587626,44.9447870255,41285.9715221,44.8467514515,.0003222,-52.44,1888,3.41E-5,79.15,0
41294.9801105,44.8023433685,6374.56,2.35E-5,134.87,0,41285.5871254,44.9447870255,41285.9716498,44.8467514515,.0002545,-62,2339,2.13E-5,-38.58,0
41294.9814333,44.8021278381,6375.03,7.35E-6,-112.3,0,41285.586696,44.9447870255,41285.9716309,44.8467514515,9.43E-5,-37.78,3328,2.46E-5,-72.01,0
41294.9825391,44.8019131422,6375.495,9.2E-6,42.58,0,41285.5864319,44.9447870255,41285.9716495,44.8467514515,.0002539,-63.8,5977,4.67E-5,-14.43,0
41294.9836298,44.801700592,6375.96,3.12E-5,102.34,0,41285.5855263,44.9447870255,41285.9718942,44.8467514515,.0004073,-59.03,6437,4.05E-6,22.78,0
41294.984664,44.8014849424,6376.435,3.01E-5,61.46,0,41285.5852919,44.9447870255,41285.9718224,44.8467514515,.0004048,-67.21,7301,1.885E-5,-39.04,0
41294.9855972,44.8012676239,6376.905,2.2E-6,-5.77,0,41285.5846767,44.9447870255,41285.972048,44.8467514515,.0004445,-67.25,7937,2.69E-5,-71.3,0
41294.9865228,44.8010545969,6377.37,1.475E-5,85.94,0,41285.5842195,44.9447870255,41285.972075,44.8467514515,.0003335,-53.84,9046,1.685E-5,-70.74,0
41294.9874409,44.8008375168,6377.845,2.2E-5,19.91,0,41285.5840778,44.9447870255,41285.9719653,44.8467514515,.0003456,-48.24,10582,3.075E-5,38.22,0
